,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,county,state
678,11047,936,4246,3971,1272,622,12952,1060,2303,1095,1976,1683,2078,1040,521,1196,3654,23,17
679,13199,2298,4436,3971,1849,645,15678,1767,2527,1325,2285,2180,2299,1484,467,1344,5009,41,17
680,23094,1835,8483,7558,3741,1477,27399,2032,4341,2552,4205,4404,4208,2217,882,2558,8193,49,17
681,25732,3200,8634,9349,3121,1428,29908,4449,5300,2707,4585,3496,4168,2455,904,1844,7153,57,17
682,9378,1243,3960,3050,827,298,10981,1469,2149,1127,1713,1417,1366,793,327,620,2880,61,17
683,5818,572,2155,2108,592,391,6735,795,1127,724,879,923,994,466,235,592,1837,65,17
684,3129,577,1081,1124,280,67,3602,637,746,336,694,344,336,235,130,144,726,69,17
685,34567,3718,11764,11445,5307,2333,40526,4693,5910,3922,6203,4912,5170,3915,1608,4193,11143,73,17
686,9404,1589,2995,3298,1022,500,10989,3104,1730,934,1400,865,1052,949,298,657,2336,87,17
687,35756,4304,12762,12293,4094,2303,43015,6913,7129,4323,7103,5390,5120,2944,1180,2913,10141,95,17
688,455774,44378,96100,113643,118151,83502,561195,74685,81676,36712,71105,53056,58514,46153,22608,116686,176515,97,17
689,25661,2749,11171,7872,2482,1387,30312,4687,4406,2409,4898,3624,3587,2847,1145,2709,8045,105,17
690,10348,1511,3537,4044,937,319,11840,1459,2278,1408,2004,1322,1215,914,340,900,3236,127,17
691,3605,263,1757,1083,356,146,4186,394,798,369,629,470,634,381,193,318,1143,171,17
692,93706,6702,30198,32438,17038,7330,108934,11532,14966,7947,15382,13421,16219,11416,4523,13528,31024,179,17
693,8729,1353,3997,2206,832,341,10273,1089,1622,810,1836,1587,1421,906,299,703,3139,17,17
694,11404,1383,3831,3415,1959,816,14271,1493,2859,1312,2218,1702,2063,1200,350,1074,3871,187,17
695,77586,8739,28070,26981,9067,4729,91377,10802,15167,8288,14302,10242,11220,8383,3579,9394,24287,99,17
696,81878,6632,17854,19894,19422,18076,125374,16547,34308,10753,15454,12001,12730,8695,3391,11495,22945,105,18
697,11545,1332,4967,3589,1074,583,13613,1413,2449,1409,2053,2019,1706,1170,390,1004,3747,45,18
698,128152,24561,46063,33555,15620,8353,155632,20143,24764,14216,25046,20302,21627,14407,4382,10745,56491,39,18
699,15788,2668,6326,5002,1193,599,18574,2375,3563,1893,3021,2726,2103,1269,597,1027,5381,149,18
700,7473,1354,3543,1797,486,293,8680,1253,1385,1072,1479,1256,1368,464,117,286,2343,25,18
701,25935,4374,10229,7867,2334,1131,30907,4326,4832,2840,4964,4872,4220,2418,747,1688,8897,17,18
702,22716,2945,9257,7220,2102,1192,26527,3036,4597,2674,4393,3110,3760,2207,934,1816,7277,55,18
703,615756,88424,172295,172013,118164,64860,742828,94928,124874,67773,112792,95853,98581,60920,22222,64885,231990,97,18
704,45907,6663,17326,13581,4901,3436,54743,6986,9831,6726,9061,7373,6278,3790,1435,3263,14764,177,18
705,44546,5791,18171,12969,4637,2978,55988,6235,12834,5481,9642,7719,6465,3486,1351,2775,14053,53,18
706,18220,1690,8128,5373,2031,998,21340,2268,3892,1660,3242,3122,3099,1891,620,1546,6102,21,18
707,104392,6647,28993,31919,24513,12320,124613,13585,16796,7773,14432,14291,18555,14138,5746,19297,40825,63,18
708,28458,3286,10976,8105,4394,1697,33871,3036,4889,3115,5424,4415,5778,3154,1277,2783,10400,37,18
709,15509,1928,6640,3889,2001,1051,18356,1902,2957,1829,2569,2562,2558,1742,775,1462,5511,47,18
710,49508,3041,16056,15503,10029,4879,58692,6420,6897,4047,7549,7724,9152,7130,2270,7503,17464,59,18
711,29579,3866,12968,8052,3112,1581,34887,4101,5863,3686,5127,4665,5034,3131,1037,2243,10717,71,18
712,56980,6344,20942,18096,7467,4131,66835,7836,10958,5929,10083,9210,9007,5727,2082,6003,18764,67,18
713,4388,514,1939,1314,384,237,4965,491,655,532,620,787,743,425,210,502,1151,115,18
714,14921,2186,6411,4433,1024,867,17297,2419,2317,1813,2752,2552,2516,1324,544,1060,4526,119,18
715,12051,1752,5144,3638,1056,461,14024,2629,2555,1388,2049,1724,1572,957,321,829,3661,121,18
716,17404,2478,7500,5046,1368,1012,20435,2328,3284,2220,3466,2953,2907,1851,575,851,5917,135,18
717,23080,2060,9418,7110,2880,1612,27069,2603,3434,2712,4165,3870,4255,2751,909,2370,7804,183,18
718,5841,615,2590,1656,744,236,6891,635,1206,832,991,1064,908,536,196,523,2159,7,18
719,11254,1124,3904,3361,1421,1444,12804,1244,2061,1281,1868,1618,1849,1222,462,1199,2771,13,18
720,21277,2932,9493,5515,2297,1040,25336,2671,4163,2061,4309,3772,3784,2112,826,1638,8524,23,18
721,24756,2913,10656,7366,2210,1611,31538,5399,5917,2213,4458,3975,3876,2524,950,2226,7266,133,18
722,4973,578,2354,1167,582,292,5968,678,969,509,1263,854,751,544,164,236,1676,161,18
723,19059,2835,8653,5268,1425,878,22497,3326,3484,2408,3262,3209,3175,1912,538,1183,6529,175,18
724,20237,5248,6944,5179,1875,991,24740,3697,4060,2556,3843,3041,2838,2144,738,1823,9527,27,18
725,33999,3127,13601,9892,4855,2524,40266,4019,6531,3477,5642,5001,5151,4368,1781,4296,11509,29,18
726,34455,3900,15039,9822,3791,1903,40497,6166,7152,3640,6407,5447,5601,2838,1077,2169,10040,65,18
727,24759,2923,8758,9103,2532,1443,31210,3743,5811,3485,4733,4291,4400,1980,754,2013,7847,83,18
728,32030,3517,13489,9876,3195,1953,37434,4535,5338,3930,6509,5300,5295,2601,1381,2545,10142,93,18
729,89800,11086,34995,27960,10584,5175,106089,13738,18774,11278,16558,13207,14473,8059,3204,6798,28292,95,18
730,13635,1650,6623,3412,1002,948,15798,2680,2244,1510,2430,2016,2076,1382,510,950,4075,123,18
731,8795,1229,3749,2665,739,413,10208,959,1483,1118,1639,1470,1460,894,198,987,2794,125,18
732,8884,1001,4127,2711,727,318,10406,1264,1663,1074,1570,1488,1451,878,318,700,2912,131,18
733,17829,1133,6713,6294,2388,1301,20953,1941,3507,1903,2700,2612,2857,2184,738,2511,5716,129,18
734,23551,2519,8837,7413,3003,1779,28621,2490,4909,2696,4724,3847,4310,2677,734,2234,7189,151,18
735,5870,530,2591,1612,767,370,6776,590,985,521,982,985,1079,803,194,637,1816,171,18
736,10949,1043,5054,3430,985,437,12874,1698,2158,1344,2030,1718,1655,1009,398,864,3471,165,18
737,18701,1619,7291,6316,2368,1107,22124,1861,3463,2066,3442,3069,3868,1692,1135,1528,6870,179,18
738,52041,5523,16059,15699,9263,5497,62037,6495,9510,5544,8824,7903,8287,5731,2457,7286,17647,43,18
739,237509,25231,69290,77785,42678,22525,287882,34363,44718,25450,43569,37781,41144,25883,9672,25302,95674,3,18
740,17757,1855,7777,4624,2281,1220,21161,1983,3426,2142,2939,2874,3617,2070,598,1512,6522,31,18
741,71195,7493,24895,21759,9852,7196,98071,11410,23246,9996,15637,11498,11650,6375,2365,5894,21719,35,18
742,24872,3649,10235,7851,1944,1193,29594,4910,5301,2750,4271,3865,3403,2599,853,1642,7848,103,18
743,22097,2425,8883,6938,2324,1527,26943,3487,5003,2513,3730,3169,3580,2457,1031,1973,6618,77,18
744,18680,2724,8597,5360,1375,624,22515,2445,3962,2242,3428,3388,3178,2282,532,1058,6653,79,18
745,98960,8177,31182,29050,20575,9976,118202,12943,16337,9648,15443,14142,17282,11880,5520,15007,37652,81,18
746,47577,5739,19735,14462,5093,2548,56305,5977,9284,4959,8526,6914,7814,5110,2109,5612,16223,109,18
747,22827,2105,9256,7637,2568,1261,27124,3129,3807,2862,4384,3519,3617,2277,927,2602,7882,51,18
748,9859,1370,4492,2916,744,337,11572,1798,1876,921,1724,1367,1627,1066,333,860,3084,111,18
749,13461,2246,6135,3490,960,630,15906,1726,2488,2141,3176,2173,2058,996,269,879,4630,117,18
750,174455,21142,53575,50114,30387,19237,215479,27698,40419,19684,33511,26013,26422,17829,6336,17567,64088,141,18
751,52041,7918,18374,14167,7526,4056,62838,6563,9485,5393,9749,8738,9648,5798,2153,5311,19224,85,18
752,30831,4602,12219,7916,3823,2271,37139,4530,6280,3796,5537,5252,4862,3241,1032,2609,11810,99,18
753,7159,1247,3483,1806,451,172,8408,1056,1721,783,1316,1361,1027,550,173,421,2679,155,18
754,123257,12980,40260,37746,20697,11574,148530,17425,25874,14663,23251,19199,19199,12197,4352,12370,39475,163,18
755,8610,1058,4297,2295,506,454,10035,948,1819,1063,1965,1489,1377,750,219,405,2666,9,18
756,13909,1580,5792,4279,1528,730,16268,1743,2594,1329,2481,2140,2258,1803,600,1320,4592,15,18
757,16245,2453,6830,4862,1279,821,19251,2669,2833,2405,2795,2618,2653,1335,604,1339,5475,143,18
758,27639,2972,11710,8375,2893,1689,32095,3831,5049,3358,4690,4033,4314,2826,1052,2942,8922,61,18
759,24887,2363,10813,7198,2771,1742,29956,2707,5335,2964,4818,4328,4649,2540,827,1788,8049,69,18
760,77203,9368,29991,24086,8931,4827,90974,15798,14641,8139,13993,10324,10893,7191,2436,7559,24093,91,18
761,21810,2457,9157,6114,2388,1694,26382,2454,4844,2602,4328,3736,3909,2123,741,1645,6585,169,18
762,16729,1826,6892,5227,1781,1003,19623,1760,2830,1853,3484,2938,2963,1753,833,1209,5670,181,18
763,22258,2746,9368,6829,2132,1183,26836,3091,4822,2728,3681,3025,3684,2445,1038,2322,8024,73,18
764,13871,2381,6637,3403,916,534,16620,1868,2954,1753,2993,2557,2317,1248,338,592,5432,75,18
765,7106,1170,3037,2117,457,325,8316,729,1501,886,1179,1127,1334,762,146,652,2306,101,18
766,113686,8759,39046,34641,19582,11658,136618,19542,21314,11474,17355,12833,16442,11961,5691,20006,37874,127,18
767,30587,3639,13192,8263,3670,1823,35823,3852,5411,2814,5009,4799,5588,3937,1243,3170,10238,145,18
768,19184,2310,8282,5091,2350,1151,22841,2409,3280,2067,3941,3122,3469,2232,568,1753,6809,137,18
769,14377,1460,6391,4245,1479,802,16845,1657,2402,1498,2877,2070,2708,1540,472,1621,4633,147,18
770,14952,2017,6520,4549,1271,595,17441,3497,3202,1754,2464,1812,1875,1293,401,1143,4195,153,18
771,10848,1197,4557,2786,1515,793,12721,1287,1794,1211,1847,1708,1966,1412,380,1116,3244,159,18
772,102561,8959,26207,29570,21124,16701,153542,19410,37584,12574,20987,16262,16957,11282,4548,13938,38364,157,18
773,69061,8422,22273,22109,10051,6206,89184,12287,19201,9495,14201,10117,9757,6179,2310,5637,22095,167,18
774,41987,2943,13419,13353,7662,4610,49238,4907,7035,3843,6347,6037,7445,4569,2453,6602,15099,173,18
775,199803,7573,30322,47034,73578,41296,237328,26456,30783,12917,22600,20617,29155,23772,12293,58735,87252,57,18
776,28431,2939,11538,8887,3503,1564,33875,3174,5398,3267,5554,4795,5261,2757,1203,2466,10528,33,18
777,22347,8195,7478,4463,1556,655,27970,4536,4210,2016,4202,2921,3988,3209,994,1894,12835,87,18
778,54857,5363,18386,13967,10155,6986,64621,6504,10042,5795,9259,7956,8624,6119,2446,7876,19369,5,18
779,11539,1758,5299,2772,1122,588,13680,2284,2090,1201,2027,1718,1823,1262,426,849,3852,139,18
780,41421,2601,9684,9574,11596,7966,48958,5412,6621,3473,5579,4833,6354,4551,2130,10005,16912,11,18
781,14015,1957,5794,4467,1166,631,16310,1532,2979,1561,2947,2232,2326,1376,519,838,4836,49,18
782,326499,39003,113733,103794,47030,22939,391704,57888,65320,33938,56048,43719,46134,33625,14041,40991,117884,89,18
783,25785,2649,10917,7546,3270,1403,31013,3093,5270,2894,4609,4276,4349,3303,946,2273,8798,107,18
784,31331,4694,13084,9180,3051,1322,37507,3793,5804,2772,6953,5218,6085,3231,1394,2257,12088,113,18
785,21052,3450,8558,5915,2116,1013,25692,3225,4010,2427,4185,3971,3871,2068,706,1229,10935,1,18
786,79085,9101,27495,26703,10961,4825,93001,10176,13419,8493,14443,12572,14330,8735,3534,7299,26287,19,18
787,16358,2946,7119,4481,1228,584,19225,2959,3213,2150,3100,2533,2216,1445,658,951,5184,41,18
788,11803,1016,5039,3748,1354,646,13892,713,2210,1182,1977,1837,2248,1932,555,1238,4160,55,19
789,12591,655,3576,4153,2434,1773,15218,2073,2639,1757,2794,1521,2081,974,414,965,3429,101,19
790,4383,469,1990,1320,416,188,5077,503,845,514,954,781,602,486,119,273,1574,185,19
791,9760,1283,3869,2896,1208,504,11283,883,1805,1111,1907,1478,1836,1120,246,897,3174,5,19
792,146925,7815,40023,51657,33089,14341,176815,14719,25305,13771,22745,23055,27272,18554,7992,23402,51925,113,19
793,115570,8781,34143,35769,23088,13789,137081,16404,18796,11247,19634,16759,18196,13690,5455,16900,41077,163,19
794,52638,2436,9754,14619,18159,7670,61337,4345,8241,3361,6026,6273,8031,7660,3408,13992,22961,49,19
795,9678,731,3526,3501,1435,485,11265,695,1620,992,1899,1438,1975,1095,444,1107,3253,141,19
796,17550,1255,6224,6209,2764,1098,20597,1642,2821,1770,3031,2565,3463,2154,851,2300,6161,11,19
797,10437,790,4138,3745,1286,478,11995,934,1669,1048,2014,1583,2134,1407,366,840,3411,23,19
798,64135,4960,21308,18612,12576,6679,78120,5683,13485,6262,11547,10542,12083,8192,2786,7540,22211,61,19
799,4971,358,1781,1796,682,354,5710,398,925,488,819,837,977,486,222,558,1544,71,19
800,10642,792,3269,4085,1784,712,12319,1098,1577,1179,1792,1852,2030,1294,477,1020,3476,79,19
801,4978,394,1966,1834,648,136,5709,400,957,587,896,833,809,534,214,479,1530,151,19
802,4357,390,1749,1595,446,177,5015,422,809,448,813,768,854,434,72,395,1447,173,19
803,8516,738,3071,3339,956,412,10140,740,1772,1126,1592,1501,1690,746,237,736,2860,175,19
804,5074,630,1966,1776,508,194,5881,583,959,560,1073,841,889,483,106,387,1759,177,19
805,5244,403,1908,2134,586,213,6186,471,861,696,1017,944,933,624,202,438,1643,195,19
806,3499,281,1303,1213,521,181,4020,327,606,427,816,593,522,312,100,317,1175,159,19
807,2739,171,1076,1017,357,118,3128,245,498,316,480,501,554,250,57,227,787,3,19
808,5167,309,2323,1726,598,211,5917,392,895,609,874,730,1189,622,153,453,1548,1,19
809,4147,392,1709,1478,414,154,4766,252,827,495,791,725,689,396,125,466,1155,9,19
810,8351,766,3567,2720,964,334,9791,625,1439,942,1519,1469,1740,1046,292,719,2857,37,19
811,6364,596,2772,1903,822,271,7351,571,1003,860,1082,1204,1219,622,293,497,2231,39,19
812,5580,820,2017,1751,666,326,6693,734,1124,597,930,981,933,555,229,610,2576,51,19
813,12620,552,3608,4741,2572,1147,14334,507,2167,1189,2212,1810,2361,1487,577,2024,3253,59,19
814,4872,313,1898,1700,794,167,5615,390,785,577,861,822,875,566,194,545,1628,93,19
815,84554,4144,13842,22042,23817,20709,119461,12815,24602,8148,14154,12112,15020,11479,5314,15817,29192,103,19
816,7173,553,3004,2315,955,346,8330,672,1275,808,1469,1089,1269,845,246,657,2304,107,19
817,5376,527,2470,1528,677,174,6293,607,851,477,1013,991,1185,615,142,412,1928,135,19
818,11727,1039,4731,4023,1415,519,13810,1005,2201,1202,2206,1974,2222,1511,444,1045,4078,171,19
819,24091,3029,8552,8080,2858,1572,28671,2960,5492,3157,4125,4183,4023,2452,762,1517,7949,179,19
820,20534,2063,6463,6371,4023,1614,26780,1929,5744,2125,3338,3292,3945,2747,1087,2573,9380,167,19
821,7203,775,2647,2620,825,336,8320,689,1429,858,1188,1317,1226,912,252,449,2379,69,19
822,6990,492,2560,2609,885,444,8093,544,1590,833,1385,902,1142,790,329,578,2055,25,19
823,13863,1021,5220,4504,2361,757,16272,1071,2562,1568,2431,2199,2540,1819,614,1468,5003,27,19
824,12942,750,4664,4632,2220,676,14949,1097,1896,1092,2161,2052,2620,1897,644,1490,4156,31,19
825,30737,2006,9696,12224,4887,1924,35746,2155,6009,3507,5479,5152,5663,3595,1256,2930,8891,33,19
826,11046,1114,3684,3935,1787,526,12941,779,2345,1154,2237,1997,1798,890,556,1185,3591,67,19
827,6363,490,2347,2217,926,383,7417,473,1145,747,1235,1054,1107,813,230,613,2015,73,19
828,12067,986,4031,4550,1774,726,14303,1246,2086,1528,2242,1814,2296,1413,497,1181,3596,83,19
829,7694,1420,2756,2370,834,314,9146,1038,1452,795,1334,1252,1385,934,299,657,2608,115,19
830,5959,436,2539,1977,778,229,6991,594,1131,705,1137,886,1098,705,173,562,1964,117,19
831,7609,718,2792,2449,1217,433,8950,622,1285,764,1436,1131,1484,1159,223,846,3319,119,19
832,7305,614,2512,2656,1168,355,8739,702,1442,876,1282,1278,1474,789,272,624,2249,189,19
833,6275,349,1820,2502,1232,372,7384,431,1046,633,1338,1194,1341,659,254,488,2041,147,19
834,8304,739,3097,2706,1321,441,9633,654,1367,980,1450,1421,1502,917,368,974,2654,165,19
835,8948,928,3248,3144,1156,472,10230,1088,1719,1268,1723,1479,1427,745,222,559,2749,7,19
836,13600,1080,5010,4803,1998,709,16254,1978,2396,1412,2594,2606,2366,1247,583,1072,4408,87,19
837,11229,843,4394,3727,1544,721,13128,762,1818,1200,2104,1974,2338,1287,468,1177,3792,95,19
838,25859,1796,10851,8524,3561,1127,29981,2898,4485,2618,4446,4227,4877,3171,1018,2241,8189,99,19
839,11118,1129,3869,3828,1662,630,12907,1226,2543,1244,2036,1649,1891,1076,420,822,2922,145,19
840,13462,708,4447,4427,2366,1514,17432,805,4080,1417,2161,2188,3018,1566,670,1527,3855,191,19
841,11984,880,4628,3757,1648,1071,15464,1031,3492,1255,2267,1652,2638,1301,497,1331,3628,157,19
842,62841,6499,21354,21691,9163,4134,74831,6400,10820,6982,10928,9817,11834,8105,3123,6822,22016,155,19
843,26767,3997,8908,8629,3721,1512,31915,2807,4741,3047,5326,4705,4934,2939,1045,2371,10156,127,19
844,12608,1105,5580,3941,1471,511,14504,772,2304,1558,2411,2032,2475,1481,467,1004,3867,43,19
845,18304,1140,6176,6550,3124,1314,21592,1764,2890,1861,3295,2942,3501,2453,778,2108,5757,15,19
846,16263,662,5350,5529,3321,1401,20264,1320,3901,1521,2748,2201,2926,2495,845,2307,5392,17,19
847,12786,2630,3806,3779,1838,733,15979,1645,2762,1562,2159,2361,2591,1287,403,1209,5194,21,19
848,6363,663,2690,2080,627,303,7361,520,1087,656,1176,993,1489,706,177,557,2317,89,19
849,6512,668,2163,2341,967,373,7936,454,1718,720,1229,966,1229,722,290,608,1988,63,19
850,7521,571,2928,2436,1125,461,8724,629,1433,799,1263,1094,1508,933,298,767,2394,77,19
851,7778,516,2968,2687,1183,424,8970,664,1203,781,1399,1408,1503,1024,268,720,2464,81,19
852,6692,548,2490,2305,1032,317,7691,561,1280,653,1291,1013,1110,773,324,686,2242,91,19
853,10634,591,3826,3721,1894,602,12389,845,1793,1232,2010,1166,1901,1628,527,1287,4074,121,19
854,21619,1471,7766,6748,3920,1714,26565,1883,4817,2238,3845,3158,4610,2696,997,2321,7941,125,19
855,14961,1284,5791,4729,2179,978,17541,1336,2323,1629,2959,2144,3115,1978,626,1431,5502,183,19
856,8954,855,3152,3376,1182,389,10379,819,1501,997,1786,1501,1699,886,319,871,2983,197,19
857,9405,994,3830,2734,1343,504,10834,787,1686,1263,1791,1574,1689,999,287,758,2969,29,19
858,8317,770,2978,2950,1199,420,9529,453,1454,934,1598,1343,1596,936,274,941,2440,35,19
859,11143,2368,4102,3222,1117,334,13555,1771,1882,1445,1989,1837,2204,1143,373,911,4273,47,19
860,27689,2202,9034,10968,3884,1601,32313,2705,5410,3424,5183,4485,4722,2900,1015,2469,9089,57,19
861,13887,1256,5363,4514,1897,857,16601,1100,3076,1597,2979,2445,2514,1399,401,1090,4276,65,19
862,9912,791,3773,3584,1311,453,11557,973,1571,1039,1770,1504,1885,1290,421,1104,3236,85,19
863,10689,545,4055,3982,1705,402,12413,785,1902,1048,1836,1886,2174,1266,364,1152,3320,109,19
864,10287,760,3622,3562,1629,714,12043,845,2024,975,1598,1486,1556,1572,465,1522,3538,129,19
865,6487,577,2530,2330,705,345,7415,421,1518,764,1315,915,1078,573,240,591,1777,133,19
866,28378,3685,9733,8971,4129,1860,33950,3801,4782,2767,5108,4298,5586,3396,1399,2813,10849,139,19
867,4283,540,1636,1349,595,163,4940,296,757,499,825,678,855,525,121,384,1446,143,19
868,308247,26441,77430,95522,75457,33397,368151,31248,51335,27944,49743,45876,56006,38526,17298,50175,117211,153,19
869,24701,2133,8212,9308,3608,1440,30424,3417,5666,3513,4789,3722,3750,2541,991,2035,7895,187,19
870,49223,1570,9253,13517,13567,11316,82297,6650,24966,6422,9922,7441,8934,6617,2931,8414,16068,169,19
871,65199,9247,21429,19912,10188,4423,79924,7183,14345,7151,12454,11336,11706,6660,2847,6242,26727,193,19
872,83456,7433,26324,26730,15068,7901,108711,9361,21180,9923,16047,14455,15961,9235,3398,9151,28702,13,19
873,8600,409,2762,3168,1712,549,9939,626,1392,689,1469,1110,1824,1164,446,1219,2912,75,19
874,13640,1160,5783,4165,1678,854,15907,1588,2120,1341,2426,2347,2733,1636,484,1232,4323,97,19
875,14549,1126,5978,4936,1708,801,16793,2117,2393,1426,2256,2219,2637,1599,669,1477,4433,105,19
876,24467,1873,9876,8884,2740,1094,28629,3230,4915,2769,4801,3341,4361,2650,931,1631,7490,111,19
877,7264,689,3027,2304,934,310,8574,635,1425,791,1381,1152,1322,827,250,791,2567,131,19
878,7143,633,2785,2577,867,281,8335,666,1268,895,1551,1433,1113,649,223,537,2349,137,19
879,31753,1366,9841,10899,6961,2686,38648,2941,5345,2777,4747,4400,6115,5043,1816,5464,12177,181,19
880,7035,555,2643,2447,1026,364,8134,565,1209,642,1313,1188,1430,792,273,722,2207,161,19
881,14982,1220,5813,4379,2546,1024,17840,1598,3456,2061,2360,2010,2927,1653,567,1208,5355,123,19
882,16716,1240,5729,6282,2696,769,19925,1242,2922,1787,2672,2428,3533,2723,821,1797,6307,149,19
883,13993,984,5707,4646,2019,637,16352,1336,2155,1286,2803,2103,2672,1612,744,1641,5592,19,19
884,11457,751,4032,4191,1921,562,13245,702,2127,1367,2279,1732,2257,1192,430,1159,3753,41,19
885,32898,2717,12263,11607,4346,1965,38580,3744,5474,3788,6460,5002,5201,3703,1459,3749,10915,45,19
886,4908,685,1812,1355,638,418,6676,607,1712,705,1076,804,781,508,221,262,1726,53,19
887,2738,187,980,1021,394,156,3089,237,528,363,546,440,362,259,79,275,733,183,20
888,4613,1257,1403,1206,538,209,5688,919,772,357,660,847,746,582,124,681,2452,67,20
889,8932,450,3630,3077,1183,592,10528,768,1799,904,1484,1656,1765,1113,401,638,3393,85,20
890,5340,366,1699,2033,908,334,6215,481,967,551,887,981,965,411,246,726,1685,95,20
891,1919,161,580,812,262,104,2254,213,329,216,366,360,365,171,69,165,660,109,20
892,14012,1718,4883,4753,1713,945,16472,2233,2581,1657,3299,2334,2109,1204,281,774,4945,21,20
893,6658,502,2764,1812,1122,458,7935,433,1446,622,1353,1137,1234,790,209,711,2640,131,20
894,14674,779,4287,4686,3310,1612,17533,2006,2640,1366,1999,2274,2500,1951,928,1869,6764,149,20
895,102821,21841,34019,29769,11616,5576,124159,17538,21362,11912,21073,17011,16497,9019,3581,6166,45711,209,20
896,43322,3325,11374,15947,8573,4103,52394,7480,8149,4496,6644,5208,6762,5346,1973,6336,17178,15,20
897,5730,445,1710,2207,927,441,6575,519,991,681,1173,1119,881,600,195,416,1975,27,20
898,2206,127,728,911,287,153,2558,167,490,239,445,340,417,200,76,184,705,105,20
899,37069,3670,12210,11908,6167,3114,44332,3786,7398,3929,7287,6123,6944,4235,1047,3583,13166,169,20
900,15641,1242,5405,5731,2444,819,18486,2066,3040,1787,2650,2402,2788,1620,689,1444,5836,191,20
901,2121,145,651,830,347,148,2478,147,303,163,359,423,440,247,125,271,558,195,20
902,4741,319,1662,1683,711,366,5518,544,742,415,850,832,929,568,213,425,1705,197,20
903,6150,751,2222,2221,649,307,7115,553,1217,995,1262,961,976,518,134,499,2114,205,20
904,2348,273,811,943,241,80,2625,255,450,339,588,390,297,192,35,79,676,207,20
905,4226,198,1368,1641,698,321,5102,514,857,518,817,741,844,359,98,354,1361,123,20
906,2184,193,756,819,323,93,2445,191,395,248,392,328,360,194,85,252,657,135,20
907,2642,212,970,872,429,159,3022,289,453,341,558,407,469,209,54,242,794,141,20
908,10127,774,3996,3256,1324,777,13243,1230,3093,1542,2043,1371,1681,1029,344,910,3839,5,20
909,9565,918,2979,3837,1191,640,11650,1203,2270,1698,2000,1475,1515,638,240,611,3768,11,20
910,21627,6200,4969,6717,2518,1223,27383,3695,4274,2261,4064,3931,4264,2124,790,1980,11554,55,20
911,1615,282,618,427,225,63,1965,267,315,145,322,329,263,135,60,129,755,75,20
912,1642,162,440,586,309,145,2066,184,393,261,241,325,324,141,67,130,550,97,20
913,53657,4495,15312,17231,9459,7160,63380,8196,10737,4501,7524,6841,8357,5745,2786,8693,19097,103,20
914,120131,10094,37036,36518,23162,13321,142528,13181,21540,12317,20627,18912,22874,14329,5304,13444,42799,177,20
915,4064,212,1438,1674,565,175,4781,347,746,397,934,559,761,583,159,295,1428,181,20
916,1368,303,357,399,260,49,1570,190,225,224,247,206,246,81,43,108,628,187,20
917,5030,242,1524,1929,946,389,6361,445,1272,688,818,978,966,498,155,541,1765,193,20
918,2755,492,819,874,394,176,3372,416,507,309,499,417,492,352,120,260,1141,119,20
919,22524,2438,6432,9449,2891,1314,26762,2975,5085,2840,4437,3595,3547,1909,830,1544,7878,125,20
920,4097,485,1492,1377,485,258,4646,342,905,402,698,649,785,351,130,384,1179,127,20
921,6265,515,1614,2479,1119,538,7670,838,1366,532,1228,989,959,715,268,775,2353,151,20
922,1873,102,554,717,365,135,2101,109,357,178,452,276,299,212,51,167,489,153,20
923,3608,316,1120,1246,602,324,4182,316,781,443,660,599,653,316,107,307,1173,163,20
924,5361,495,2068,1800,574,424,6219,565,1162,622,1214,947,797,399,173,340,1962,3,20
925,1433,94,386,478,382,93,1672,127,254,140,240,239,320,197,34,121,510,25,20
926,4612,423,1541,1711,661,276,5392,756,988,485,780,726,792,386,121,358,1129,53,20
927,19185,1384,4928,8775,2879,1219,25912,3207,3593,1877,4703,3787,4438,1941,712,1654,11050,61,20
928,3989,444,1574,1272,466,233,4575,518,710,437,771,609,769,304,180,277,1401,77,20
929,20419,5957,5075,5648,2480,1259,25610,3632,3581,2125,4214,4402,3602,1862,589,1603,10546,57,20
930,5134,458,1607,1828,667,574,5770,356,994,618,1096,792,840,463,232,379,1469,167,20
931,19909,2179,6404,5935,3498,1893,27088,2549,5776,2442,4270,4036,3878,1919,632,1586,7481,111,20
932,6921,502,2914,2219,844,442,7909,437,1202,875,1275,1334,1258,771,205,552,2323,117,20
933,5038,485,1536,2098,579,340,5763,856,953,492,838,978,873,291,180,302,1164,145,20
934,8625,653,2873,3440,1086,573,10296,974,1798,1115,1817,1677,1481,689,240,505,2966,1,20
935,1893,141,583,681,386,102,2200,139,377,238,342,303,281,225,69,226,585,23,20
936,1228,92,404,505,167,60,1455,76,211,149,229,237,265,124,73,91,390,33,20
937,23253,2323,7322,8885,3215,1508,28637,3576,5186,3209,4471,3655,3593,2027,861,2059,8540,35,20
938,1933,195,751,682,164,141,2137,215,457,247,373,266,277,184,32,86,536,49,20
939,1934,156,677,654,365,82,2134,127,344,185,378,315,381,142,71,191,564,63,20
940,16982,1360,6329,5841,2302,1150,20377,2142,3385,1692,2717,2776,3445,2105,669,1446,6283,59,20
941,22810,2016,5994,7967,4122,2711,27448,2381,4553,2679,4529,2922,4439,2306,1066,2573,8595,79,20
