,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,county,state
1878,204833,15255,50589,55932,43162,39895,261188,26674,43585,20235,32428,25756,33524,27677,12202,39107,57587,1,36
1879,30331,3219,11464,9645,3012,2991,39483,4836,9029,3776,6261,4245,4999,3064,1003,2270,9631,3,36
1880,129802,12429,40700,40265,20371,16037,164680,20008,31726,15421,25172,18708,20756,13064,5762,14063,38224,7,36
1881,53201,6188,21015,15930,5702,4366,63623,6661,11149,7100,10495,7924,8822,5622,1929,3921,17552,9,36
1882,642871,56978,179951,194586,117778,93578,768445,77708,126205,68916,108417,88286,102487,73513,32498,90415,189905,29,36
1883,47707,4255,16389,14159,7427,5477,60228,8632,10254,4717,7840,7257,7710,6078,1913,5827,14305,53,36
1884,106739,10453,31537,31868,18515,14366,127392,13701,20739,11459,18009,14552,16077,11816,5579,15460,33625,93,36
1885,53264,7218,17732,15876,7141,5297,62484,7989,10858,5770,9179,6838,7937,5679,2304,5930,16079,105,36
1886,41240,3654,14790,13954,5226,3616,48723,4375,7774,4792,7641,6083,7092,4921,1778,4267,12158,37,36
1887,16613,2317,5699,4622,2220,1755,20471,1980,4093,2154,3254,2334,2501,1728,568,1859,5592,123,36
1888,240447,24494,71195,73772,41214,29772,298145,45559,40694,23476,36709,29536,32485,25456,11972,52258,96975,71,36
1889,23608,5095,7800,6971,2424,1318,28612,6203,5611,3272,4522,3177,2670,1566,580,1011,8246,165,37
1890,30171,3442,5988,8170,7338,5233,47728,6486,14431,4492,6070,4269,4615,2505,983,3877,6960,189,37
1891,36513,8422,13594,9392,3607,1498,42900,6560,8983,5940,6828,4962,4413,2521,683,2010,11317,83,37
1892,106443,16058,29752,36294,16342,7997,128250,16965,20380,12973,22017,16224,16225,10208,3718,9540,35906,1,37
1893,3213,821,1342,805,152,93,3588,495,886,520,578,517,321,156,42,73,581,177,37
1894,14841,3680,4640,5072,1083,366,17364,3469,3637,1946,2462,2090,1810,1076,299,575,4504,79,37
1895,44811,5479,12620,15818,6564,4330,50875,5257,8122,5480,9004,6742,6169,4570,1504,4027,10973,87,37
1896,11205,1942,3680,3556,1344,683,12838,1423,2488,1666,2128,1439,1769,1070,262,593,2792,121,37
1897,10492,1685,3688,3130,1257,732,11957,1849,2203,944,1952,1573,1507,766,282,881,3010,41,37
1898,8076,1708,2487,2371,949,561,9325,973,1851,1334,2023,1026,915,604,114,485,1948,5,37
1899,58549,12471,18836,18561,5765,2916,67980,8432,12636,9051,11435,9181,8571,4206,1301,3167,16976,27,37
1900,107371,17152,32547,34607,15892,7173,126962,16853,19334,13282,21159,17733,16141,9767,3101,9592,35596,35,37
1901,66333,10642,23268,21455,6464,4504,79475,12145,14120,8772,13281,10856,9627,5250,1832,3592,21505,45,37
1902,67131,8281,17342,25189,10303,6016,83917,8807,13498,8151,14227,11897,10151,6933,2609,7644,23087,49,37
1903,36717,7879,13599,10975,2692,1572,43735,6368,8526,5999,7556,5900,4887,2209,847,1443,12484,65,37
1904,40925,6707,12875,12767,5934,2642,48566,7588,7664,4644,6956,5886,6363,3845,1785,3835,12170,77,37
1905,82137,11345,24939,29157,11267,5429,99369,17866,16740,8640,13293,10887,12900,8590,2833,7620,34710,85,37
1906,33360,4854,9597,12815,4381,1713,39865,8467,6504,3891,5256,4195,5158,2874,1135,2385,14836,93,37
1907,82961,8748,20430,27897,16894,8992,94177,9121,14370,9688,16056,12652,12684,8693,3055,7858,21885,89,37
1908,3968,819,1539,1324,193,93,4634,963,804,454,725,430,478,470,142,168,1137,95,37
1909,115647,13018,33155,38320,21711,9443,137132,17954,21656,12745,20046,16513,17463,10790,4375,15590,40173,97,37
1910,688046,69644,123245,191960,200706,102491,822611,107923,117496,62174,109065,89207,104217,71783,30805,129941,251470,119,37
1911,15066,3299,5593,4244,1179,751,17338,2839,3698,2276,2786,2034,1709,955,258,783,3764,131,37
1912,105532,11331,25035,36587,20457,12122,144252,19111,32014,12974,20372,15698,17509,10915,4028,11631,38408,147,37
1913,95078,14719,31497,31409,12616,4837,112996,16148,18808,11013,19039,14617,14358,8698,3067,7248,31374,159,37
1914,29738,6488,11079,8579,2575,1017,35639,4715,6985,4400,6830,4975,3784,1813,847,1290,10623,181,37
1915,20942,3152,7060,6718,2438,1574,23545,3203,4122,3291,4118,3191,2617,1369,540,1094,4825,39,37
1916,17861,2223,5072,6475,3022,1069,20605,2512,2963,1536,2602,2324,3253,2153,708,2554,5600,53,37
1917,140617,14396,35519,42945,33350,14407,171529,24692,26813,13675,21254,18094,21496,14563,5895,25047,62272,179,37
1918,48844,10590,15602,15131,5288,2233,56697,7858,10468,7526,9556,7158,7027,3514,876,2714,14430,193,37
1919,245413,28193,62094,72144,52053,30929,296323,43301,49746,25461,42375,35379,37789,23685,8197,30390,86512,67,37
1920,64512,9619,21704,20091,8695,4403,76825,9693,14418,7357,12525,9578,9568,5848,2155,5683,21245,127,37
1921,26561,4805,10600,7471,2453,1232,31038,4421,4824,3669,5863,3924,3766,2536,670,1365,7667,3,37
1922,24279,5045,8000,7704,2456,1074,28131,4395,5358,3945,4018,3597,3416,1599,680,1123,7293,17,37
1923,26282,1800,6710,9931,5284,2557,29666,1872,3984,3050,4705,4802,4649,2671,833,3100,6855,55,37
1924,51560,4721,13266,19831,8112,5630,58513,5261,9562,6151,9354,7067,8006,4929,1989,6194,12499,31,37
1925,14468,2882,5008,4298,1463,817,17142,2895,3048,2215,2860,2058,1957,978,264,867,3752,185,37
1926,55011,10631,18128,15918,7465,2869,65541,9196,10969,6972,11260,7928,8384,5032,1684,4116,19155,195,37
1927,14657,3502,5432,3921,1155,647,16910,2275,4356,2062,3155,1888,1505,703,266,700,3618,15,37
1928,8277,1158,2956,2862,794,507,9660,1415,1717,864,1463,846,1306,1051,395,603,2434,73,37
1929,6053,1101,2260,1835,536,321,7130,1079,1441,970,1208,841,755,456,85,295,1818,75,37
1930,16621,2758,5991,5239,1775,858,19230,2808,3195,2428,3753,2621,2144,1081,253,947,4842,117,37
1931,15174,2332,4850,4057,2304,1631,18177,2065,4065,2042,3340,2232,1972,1106,355,1000,3890,115,37
1932,9824,1374,2971,3575,1209,695,11169,1577,2047,1119,1655,1430,1294,956,286,805,2046,137,37
1933,10092,1377,3201,3527,1390,597,11258,1562,1934,1264,1783,1203,1381,870,344,917,2634,143,37
1934,15648,1633,3981,5038,3144,1852,17729,1674,2793,1756,3269,2413,2310,1523,431,1560,3485,149,37
1935,98075,18985,33702,30370,10713,4305,115674,15809,17078,13889,19636,16576,15645,8007,2659,6375,33321,151,37
1936,65455,12288,22603,20943,6665,2956,76054,10477,13514,7793,13159,9406,9523,6036,2082,4064,18984,157,37
1937,33595,5665,13581,9663,3585,1101,38771,5103,5385,4611,6935,5079,5797,3015,737,2109,9162,169,37
1938,8516,1925,3062,2751,538,240,10282,1379,2450,1157,1889,1015,1186,591,247,368,2564,187,37
1939,7131,1047,1870,2923,800,491,8366,1413,1280,497,929,825,1333,852,441,796,2441,29,37
1940,8212,886,2754,2679,1168,725,9003,987,1300,1315,1747,1135,1144,646,163,566,1927,43,37
1941,203986,19437,52895,82177,32717,16760,262582,39724,42381,23821,42482,34340,32734,19439,7985,19676,82882,51,37
1942,146885,23424,45116,48281,21333,8731,173438,22900,29387,18347,28324,21451,22150,13370,4764,12745,49194,71,37
1943,344396,38374,83016,102650,77709,42647,420517,60724,69310,38220,61190,49695,52320,32096,13814,43148,116592,81,37
1944,26716,3207,7046,8325,4455,3683,35769,3601,8569,3755,5591,4698,4252,2545,527,2231,7163,99,37
1945,67957,6660,15591,21266,14770,9670,77478,8658,12445,7690,11533,8682,9524,6491,2582,9873,20048,125,37
1946,26571,3661,8593,8908,3422,1987,32137,4803,6103,2892,4258,4046,4195,2588,841,2411,8700,139,37
1947,85584,19627,29797,25197,7672,3291,105691,23068,19660,12917,17233,11942,10390,5310,1576,3595,34244,155,37
1948,42321,6277,14353,14695,5068,1928,49975,6262,8245,5365,8433,6636,6579,4056,1263,3136,13252,167,37
1949,9818,1926,3200,3215,1031,446,11485,1578,2053,1813,1812,1574,1151,776,241,487,3159,173,37
1950,677119,51062,107031,173905,217337,127784,813243,104935,109398,54952,96713,81410,103602,75637,33278,153318,252368,183,37
1951,13035,2188,4366,3910,1613,958,14872,2036,2506,2010,2503,1982,1890,1040,292,613,3339,199,37
1952,18081,3605,7455,5352,1179,490,21356,3959,3957,2721,3244,2693,2487,1194,360,741,5092,7,37
1953,49958,6332,10641,12952,10683,9350,56664,6571,7700,5210,8170,6051,6951,4849,1984,9178,14096,37,37
1954,32336,5659,10707,10838,3646,1486,37501,5242,6829,4723,6930,4949,4723,1849,608,1648,9339,111,37
1955,43826,6921,13167,14526,6507,2705,51970,7168,9147,5311,7414,7053,6198,4225,1497,3957,14518,69,37
1956,122671,17647,36055,42401,19175,7393,145760,19589,23135,14062,21347,17542,19698,12884,4842,12661,48849,101,37
1957,7224,1317,2082,2802,683,340,8221,975,1746,1097,1381,788,1204,547,139,344,1889,103,37
1958,25576,3186,7986,8722,3731,1951,29054,3536,5287,2892,5172,3994,3605,1643,999,1926,6392,113,37
1959,27663,4066,10168,9207,3028,1194,32286,3973,5001,4130,4892,4328,4372,2712,919,1959,8499,145,37
1960,95320,10385,26098,32147,17232,9458,105493,9293,17708,11604,18092,13297,12621,8792,3370,10716,20569,19,37
1961,25011,3126,6796,7607,4378,3104,28865,2574,5587,3085,5276,3843,3564,2510,615,1811,5405,175,37
1962,20207,3042,6337,6884,2669,1275,22811,2132,4407,3003,4147,3017,2788,1772,460,1085,4926,9,37
1963,33835,4759,11353,11084,4287,2352,39321,5224,7573,4278,6134,4856,4810,2660,901,2885,9893,13,37
1964,39263,7605,12995,13738,3336,1589,46434,7832,8304,5604,7912,5988,4885,2876,844,2189,12340,47,37
1965,40180,7991,12816,13968,3516,1889,47203,5522,9882,5841,8267,5910,5503,3202,1019,2057,12701,107,37
1966,56890,8870,17576,18927,8087,3430,66189,8921,10177,6552,10380,7825,8336,6060,1750,6188,17532,109,37
1967,18910,4171,6271,5818,1927,723,22333,4032,3516,2647,4076,2557,2712,1297,418,1078,6294,123,37
1968,101561,8751,29654,42614,14336,6206,151355,18530,22325,12506,31466,22189,18382,11646,3746,10565,47073,133,37
1969,87529,6484,13273,17387,22592,27793,118396,14971,25076,8204,13102,10934,13463,8711,3580,20355,28473,135,37
1970,30544,6048,11065,9074,2932,1425,36670,5558,7322,4745,6396,4256,3876,2130,605,1782,10565,153,37
1971,47447,8834,15386,15031,5429,2767,55210,8480,10363,6283,10090,6523,6811,3010,1059,2591,14016,161,37
1972,42499,9659,14400,13144,3796,1500,50603,6678,10510,6692,8893,6053,5493,3157,982,2145,15767,163,37
1973,50753,11022,15221,16143,5517,2850,59508,8822,10472,7320,9825,7573,7387,3660,1348,3101,15782,171,37
1974,26554,5488,9193,8679,2163,1031,31149,4457,4921,3661,5210,3846,4095,2524,764,1671,8225,197,37
1975,13225,2574,3973,4001,1626,1051,15368,3045,3214,1696,2748,1567,1404,653,201,840,2629,11,37
1976,183555,16832,43888,52119,43720,26996,212288,21437,31644,23335,36700,28035,28238,16147,6017,20735,48170,21,37
1977,63662,12425,19250,21378,6873,3736,74814,9919,13115,10163,12847,10595,8637,4795,1355,3388,17313,23,37
1978,129485,14059,32741,43895,26125,12665,154219,19718,22654,13551,20983,18318,20690,14016,5181,19108,51325,25,37
1979,16611,3729,5508,5102,1599,673,19268,2739,3759,2387,2960,2569,2193,1324,353,984,4333,33,37
1980,29709,3784,9371,9733,4282,2539,34440,3814,5517,3492,5413,4625,4878,2586,969,3146,9082,59,37
1981,114428,19010,38447,36305,14808,5858,133845,17571,21935,13891,21505,17350,18871,9979,3806,8937,36967,57,37
1982,39829,10623,13017,11906,2972,1311,47259,6710,10030,5982,8646,5484,4745,3041,900,1721,14626,61,37
1983,204862,25103,34867,48093,51502,45297,245257,32618,36215,17968,32912,27057,31792,24586,8773,33336,64954,63,37
1984,16877,3380,5461,5455,1671,910,20408,3788,4504,2269,3277,2142,2245,1035,407,741,4675,91,37
1985,39706,7145,10203,13932,5622,2804,47306,6381,7977,4864,7722,6264,5625,3445,1088,3940,15008,105,37
1986,149505,11473,32819,47049,38863,19301,184689,20998,34274,16397,26143,20586,22877,15434,5587,22393,42208,129,37
1987,40493,5332,11716,13072,6505,3868,47018,6281,8966,4735,6520,5546,5824,3451,1170,4525,12897,141,37
1988,82263,13597,24638,27817,11536,4675,99679,12217,19098,11095,15625,12992,12926,6968,2411,6347,29689,191,37
1989,1472,127,437,612,216,80,1722,158,240,152,193,131,280,171,70,327,607,13,38
1990,6294,529,1929,2469,1048,319,7815,1083,988,534,1089,888,871,573,293,1496,2581,61,38
1991,5477,413,1472,2165,1013,414,6577,395,1151,497,839,814,1151,828,243,659,1790,97,38
1992,21218,1572,6246,8615,3806,979,25440,2771,2923,1464,2096,2941,3184,2501,1282,6278,8699,105,38
1993,714,73,241,235,108,57,796,71,110,43,59,94,121,76,24,198,213,7,38
1994,3483,386,968,1168,693,268,4150,246,709,382,639,500,623,466,178,407,1099,21,38
1995,1744,169,627,614,277,57,2035,170,306,181,245,304,270,309,68,182,514,43,38
1996,2774,223,829,1200,443,79,3154,207,468,223,414,380,437,352,139,534,789,19,38
1997,43084,2782,13239,15038,8861,3164,55523,4191,7371,4204,7719,7195,9021,5984,2333,7505,16118,101,38
1998,1803,177,678,619,252,77,2028,194,357,183,309,244,264,156,60,261,476,37,38
1999,4153,394,1452,1493,657,157,4801,443,660,287,526,678,800,547,134,726,1400,49,38
2000,5150,617,1711,1784,833,205,5825,325,743,516,885,764,962,669,181,780,1462,67,38
2001,1411,54,434,562,321,40,1583,54,208,82,213,198,248,241,96,243,384,91,38
2002,3917,600,1209,1504,449,155,4856,906,968,432,624,522,577,413,68,346,2352,5,38
2003,1935,212,724,718,231,50,2099,162,336,201,334,237,286,244,50,249,552,41,38
2004,2938,411,881,965,532,149,3341,341,451,264,433,404,492,382,128,446,901,45,38
2005,21029,1741,6320,7482,4169,1317,24431,1297,3208,2082,2920,3003,4402,3372,922,3225,6621,59,38
2006,106596,6026,21488,38210,29143,11729,138290,7403,22239,10568,19377,19328,22868,14357,4945,17205,37696,17,38
2007,3035,300,948,1090,527,170,3548,363,613,363,346,375,409,330,103,646,977,25,38
2008,2530,360,922,855,352,41,2852,291,530,292,453,331,381,249,89,236,661,29,38
2009,2096,414,648,674,261,99,2292,94,346,252,367,342,459,192,70,170,466,51,38
2010,2259,188,703,905,372,91,2528,101,417,196,362,493,348,293,75,243,534,63,38
2011,10565,950,3043,4230,1763,579,13444,669,2605,1030,1831,1852,2097,1451,629,1280,3487,77,38
2012,8348,1192,1928,3497,1383,348,10402,2387,1920,839,1331,1248,1092,573,376,636,4921,79,38
2013,7682,979,2681,2729,963,330,8834,603,1427,773,1376,1202,1454,924,276,799,2470,99,38
